"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date","GOOD","BAD"
1,"SM",44,6,"P",1.4,4700,75,1.74,36.49,13.97,0,36.98,311,0,56.40625,1.2,0,826.58,"5",1.83,424,"19JUL2005","1","0"
0,"SA",18,0,"P",1.02,200,17.79,1.01,47.46,12,0,15,119.306666666667,0.219254388,49.953125,1.05,0,1.76999999999954,"5",2.48,446,"20JUL2005","0","1"
0,"SM",20,2,"P",1.17,1450,11,1,19.48,19,0,26,258.3,0,51.5,1,1,1454,"3",1,447,"20JUL2005","0","1"
0,"SA",21,2,"P",1.34,150,15,1.29,0,13,2,31,197.1,0,84.90625,1,0,239.61,"5",1,452,"20JUL2005","1","0"
0,"SO",22,0.99,"R",1.17,443.75,20.12,1.11,52.22,5.97,1.69,12.88,359.03,0.4654815868,45.7265625,1.01,0,90.71,"5",1.67,457,"20JUL2005","0","1"
0,"SO",19,0,"P",1.12,166.5,18,1,30.9266666666667,12,0.81,26,91.595,0.0634885435,78.40625,1,0,0,"3",1,450,"20JUL2005","1","0"
400,"SB",20,1.12,"P",1.1,407.5,6,1.08,0,13.5938888888889,1.32,19.83,110.83,0.0955666166,61.421875,1.08,0,11.3699999999996,"5",2.78,439,"20JUL2005","1","0"
0,"SN",18,0.56,"P",1.05,628,14.81,1.12,12.29,14,1,12,120.92,0,67.28125,1.04,0,-4.86579665448517e-13,"5",3.022,456,"20JUL2005","1","0"
1,"SO",18,0,"P",1,1050,5,1,50,18,1,37,1085,0.0731288353,65.671875,1,0,0,"3",2,448,"20JUL2005","1","0"
0,"SA",22,3,"R",1.13,697.5,14,1,1,6.45,1.61,13.54,400.92,0.1860068603,51.53125,1.02,0,64.8799999999998,"5",2.63,449,"20JUL2005","0","1"
0,"SB",20,0,"P",1.11,150,6,1,0,18,1.92,17,155,0.1204061222,59.1875,1.05,0,0,"3",4,461,"20JUL2005","0","1"
0,"SL",24,3,"P",1.15,950,12,2,25,16.48,4.81,19.55,192.31,0,65.53328125,1,1,0,"3",1.78,482,"21JUL2005","1","0"
1,"SK",18,1.1,"R",1.22,616,22.234,1.12,63.46,7.72,1.02,1,341.98,0.2065102924,28.8984375,1,0,66.53,"5",1,484,"21JUL2005","0","1"
0,"SF",23,2,"P",1.16,1110.5,34,1.13,41.05,3,3,8,548.38,0,42.8984375,1,0,663.726666666667,"5",0,477,"21JUL2005","0","1"
0,"SB",28,2,"P",2,1800,2,3,0,8.98,4.52,1,1768,0.3029132504,87.953125,1,1,0,"2",1,481,"21JUL2005","1","0"
0,"SO",19,1,"P",1.02,210.5,18,1,22.45,14,0,13,98.54,0,24.58203125,1.01,0,0,"3",2.13,498,"21JUL2005","1","0"
100,"SO",21,4,"R",1.07,627.5,22.79,1.24,14.66,2,3,13,438.72,0,70.203125,1.01,0,142.1,"5",2.69,474,"21JUL2005","1","0"
0,"SL",21,3,"P",2,200,6,4,68.3,6,3,7,410.77,0.4496297045,57.9375,3,3,298,"3",0,489,"21JUL2005","1","0"
0,"SO",21,1.55,"P",1.07,745.5,21.5,1.03,10.93,26,4,28,163.044166666667,0.0476004306,48.5625,1.05,0,17.4899999999998,"5",3.29,490,"21JUL2005","1","0"
0,"SC",27,0,"R",1.29,1080.5,25.02,1.19,43.51,6.64,2.5,6.83,497.94,0.3347548805,38.5078125,1.04,0,23.5299999999999,"5",1.75,468,"21JUL2005","1","0"
1,"SA",29,6,"H",1.2,8550,8,2.26,30.53,12.6,3,27.09,3844,0.0342638699,26.66015625,1.1,0,897.57,"5",2.3,479,"21JUL2005","1","0"
0,"SD",18,1,"P",1.43,1100,8,2,45,6,0,34,270.13,0.0233449023,63.71875,1,2,1012,"3",1,492,"21JUL2005","0","1"
0,"SO",21,0.95,"R",1.02,542.5,17.89,1,51.17,5.93,1.64,9.49,442.66,0.3317752127,58.4453125,1.12,0,5.44999999999968,"5",3.17,493,"21JUL2005","0","1"
0,"SO",20,1.44,"R",1.04,489,20.36,1.05,24.06,11.06,1.53,20.47,220.09,0.0534651125,80.796875,1.15,0,-3.91935373045271e-13,"5",3.28,471,"21JUL2005","0","1"
100,"SO",22,4,"R",1.25,350,27,1.25,15.69,15.67,3.32,19.12,32,0.4559581587,56.2109375,1.04,0,82.5999999999999,"5",1.92,515,"22JUL2005","1","0"
0,"SF",18,1,"P",1.21,395,11,1,0,25,1,19,85.29,0.0559462737,78.453125,1,0,0,"3",1,512,"22JUL2005","1","0"
0,"SO",26,4,"R",1.14,946,26.22,1.19,30.27,5.54,2.31,9.49,439.42,0.0029459411,49.4375,1,0,204.66,"5",0.7,532,"22JUL2005","0","1"
0,"SC",21,0,"P",1.02,755,23.65,1.08,26.66,5,3,6,165.11,0.3490691986,76.015625,1.07,0,0.28999999999971,"5",2.89,531,"22JUL2005","1","0"
0,"SO",27,1.07,"R",1.17,959.5,26.31,1.22,48.79,4.63,2.25,6.06,417.49,0,30.65625,1.02,0,104.21,"5",1.73,533,"22JUL2005","1","0"
1,"SO",42,1.13,"R",1.02,2011.5,29,1,34.14,5.72,2.19,8.58,808.31,0,63.6953125,1.04,0,109.45,"1",2.62,517,"22JUL2005","0","1"
40,"SO",19,0,"P",1,1700,5,1,14.3,16,2.90875,11,0,0,88.125,2,0,0,"3",1,536,"22JUL2005","1","0"
400,"SO",19,0.85,"P",1.07,473,7,1,0,2,0,2,178.58,0,62.8203125,1.08,0,0,"3",2.9,523,"22JUL2005","1","0"
1,"SO",23,1.19,"R",1.09,831,9,1,6.85,6.03,1.45,9.93,407.26,0,50.8142578125,1.02,0,0,"3",3.13,530,"22JUL2005","1","0"
0,"SO",21,1,"P",1.15,750,14,1,0,16.34,6,7,0,0.7779689543,48.1796875,1.08,0,0,"3",2.66,537,"22JUL2005","0","1"
0,"SB",22,1.02,"R",1.04,532,18.49,1.02,45.84,6.66,1.26,12.32,354.3,0,33.3671875,1.05,0,10.2599999999996,"5",2.67,535,"22JUL2005","1","0"
0,"SO",18,0,"P",1.17,395.5,23.03,1.04,46.97,0,0,5,276.593333333333,0.3795167282,52.390625,1,0,32.37,"5",1,522,"22JUL2005","1","0"
0,"SO",21,1.11,"P",1,533,11.85,1.03,9.08,1,1.28,10.58,167.94,0,50.4765625,1.07,0,5.44999999999964,"5",3.37,518,"22JUL2005","1","0"
0,"SA",18,0,"P",1,50,1,1,45.2,0,0,5,181.83,0.0246303674,50.59375,1,0,0,"3",1,507,"22JUL2005","1","0"
0,"SL",19,1,"P",1.2575,2300,11,2,51.33,16,0,26,155,0,80.53125,1,2,827,"3",0,520,"22JUL2005","1","0"
0,"SO",17,0.62,"P",1.07,477,30.2316666666667,1,62.53,3,0.169999999999999,12,376.73,0,62.39611328125,1.13,0,-4.26041424361756e-13,"5",2.66,556,"23JUL2005","1","0"
1,"SO",23,0,"P",1.08,892,20,1,0,11,4,10,263.3,0.0415294768,52.640625,1.03,0,0,"3",3.16,548,"23JUL2005","1","0"
1,"SO",20,3,"P",1.35,501,8,2,0,18,0,22,149.46,0.0542542692,38.1171875,1,2,328,"3",1,564,"23JUL2005","1","0"
0,"SO",24,1,"P",1.12,412,22.73,1.04,65.42,4.65333333333333,1,7.44,331.5,0.1935410998,51.2265625,1,0,78.88,"5",0,545,"23JUL2005","1","0"
0,"SO",17,0.78,"P",1.27,344,26.24,1.01,51.76,4.33,0,8.52,245.693333333333,0,30.05078125,1.1,0,2.54999999999974,"5",1.51,542,"23JUL2005","1","0"
0,"SA",19,1,"P",1.02,241.5,32,1,60.325,10.58,0.973,15.74,336.44,0.0628263361,17.39453125,1.09,0,0,"3",2.32,558,"23JUL2005","0","1"
360,"SN",19,3,"R",1.41,800,18,1,46.41,19,3,31,868,0.1872711852,61.9296875,1,1,1014,"3",0,554,"23JUL2005","0","1"
0,"SA",23,2,"R",1.12,675.5,37,1.18,29.2466666666667,7.17,2.15,9.25,356.48,0,50.0625,1.02,0,92.4799999999999,"5",2.26,549,"23JUL2005","0","1"
200,"SB",20,1,"P",1,700,1,3,82.44,15.44,3,35.6766666666667,744,0,84.953125,2,2,737,"3",0,568,"23JUL2005","0","1"
0,"SO",25,0.99,"R",1.02,1336,15.94,1.07,28.2633333333333,5.42,1.65,8.93,517.65,0.0142820106,32.4609375,1.05,0,0.339999999999745,"5",3.11,567,"23JUL2005","1","0"
0,"SO",32,0.75,"P",1.02,1012,24.26,1.28,28.53,9.51,2.97,8.42,429.31,0,53.10642578125,1.02,0,3.98999999999976,"4",3.19,563,"23JUL2005","1","0"
1,"SL",24,2,"P",1.19,350,15,1.42,0,26,6,18,33,0.0871256117,63.3828125,1.05,0,34.1599999999998,"5",2.51,544,"23JUL2005","1","0"
500,"SB",25,1.13,"R",2,655,4,1,0,5.13,1.85,9.41,455.02,0.4647341147,37.8203125,1,0,0,"3",1,557,"23JUL2005","1","0"
340,"SO",18,0.7,"P",1.03,497.75,8,1.15,5.91,11,1,26,71.81,0,72.1875,1.02,0,0.369999999999568,"5",3,569,"23JUL2005","1","0"
1,"SB",24,1,"R",3,200,2,2,0,12.16,1,18.88,0,0.5624444671,33.3671875,2,1,0,"3",0,572,"26JUL2005","1","0"
0,"SH",21,4,"P",1.24,2850,30,1,44.12,21,2,5,791.08,0.0219525473,78.828125,1,1,3631,"3",0,573,"26JUL2005","1","0"
0,"SL",22,0,"P",1.08,2100,10,2,0,22,5,14,434,0.1244526196,47.0078125,1,1,0,"3",4,589,"26JUL2005","1","0"
0,"SB",22,3,"P",1.03,350,16,1,29.69,17,3,24,342,0.0940839897,75.3125,1.02,0,0,"3",2.24,612,"26JUL2005","1","0"
500,"SO",18,0.9,"P",1.07,365.166666666667,13,1.1,13.97,16,0,16,128.12,0.1690302002,40.4296875,1.07,0,0.019999999999591,"5",2.74,602,"26JUL2005","1","0"
0,"SD",19,0.52,"P",1,100,1,1.16,35.2083333333333,11.67,1,22.94,66.55,0.0362374359,22.56640625,1.09,0,5.46999999999966,"5",2.7375,605,"26JUL2005","1","0"
400,"SO",23,1.25,"R",1,772,1,1,16.45,6.435,1.78,11.03,399.66,0,49.9030078125,1,0,0,"3",1,599,"26JUL2005","0","1"
0,"SO",18,0,"P",1.31,480.5,11.49,1.18,18.15,20,0.22,33,136.6,0.0250487871,42.9375,2,0,6.8999999999999,"5",0,577,"26JUL2005","0","1"
400,"SO",24,2.5,"R",1.06,706,20.14,1.2,11.03,6.54,2.41,12.6,406.87,0,47.547177734375,1.02,0,66.7799999999999,"5",2.81,598,"26JUL2005","0","1"
1,"SM",21,2,"R",1.02,652.5,18.23,1.02,38.88,5.25,0,8.03,355.13,0.0287116012,56.3203125,1.02,0,43.7299999999998,"5",3,588,"26JUL2005","0","1"
1,"SA",19,1,"P",1.04,212.15,17.52,1.02,34.4566666666667,9.22,0.45,17.08,114.55,0,64.71059375,1.03,0,7.2199999999995,"4",2.31,636,"27JUL2005","0","1"
0,"SA",17,0,"P",1.06,3298.5,27.92,1.18,43.055,15.04,9,9,642.53,0.0271662388,56.125,1.07,0,8.69999999999981,"5",2.9,620,"27JUL2005","1","0"
0,"SC",18,0.47,"P",1,150,2,1.24,26.78,14.7783333333333,0,22.27,31,0,72.203125,1,0,19.1599999999999,"5",2,619,"27JUL2005","1","0"
1,"SO",23,1.26,"R",1,756,2,1,31.45,5.9,1.72,10.68,427.79,0.4561984967,60.609375,1,0,0,"3",0,621,"27JUL2005","1","0"
0,"SC",19,1,"P",1.07,418,14.6133333333333,1.09,12.2,15.75,0.59,20.71,76.37,0,64.497392578125,1.05,0,5.81999999999961,"4",1.94,641,"27JUL2005","0","1"
0,"SA",18,1,"P",1,100,3,1,38.79,16,0,34,133.34,0.0659206074,61.671875,1,1,150,"3",1.19714285714286,624,"27JUL2005","0","1"
0,"SO",22,5,"P",1.17,4050,8,1,28.17,13,4,29,216,0.1706764931,46.6875,1,1,3448,"3",3,628,"27JUL2005","0","1"
0,"SA",20,1,"P",1.03,500,16,1.08,41.64,12,2,6,310,0.5663343482,49.125,1.09,0,7.21999999999963,"5",3.03,634,"27JUL2005","0","1"
0,"SM",23,5,"H",1.08,2285.75,25.33,1.23,46.75,9.57,3.82,20.51,1027.86,0,57.80828125,1.05,0,454.6775,"5",2.14,618,"27JUL2005","1","0"
1,"SO",19,0.78,"R",1.23333333333333,531.5,27.86,1.06,69.21,15.79,0.81125,29.07,381.6,0.229404042,97.984375,1.16,0,38.2899999999998,"5",1.19,625,"27JUL2005","1","0"
800,"SN",18,0.73,"P",1.23,586.5,22.38,1.07,33.26,7,0,14,390.2,0,34.8046875,1.06,0,68.8399999999998,"5",1.8,633,"27JUL2005","1","0"
0,"SM",18,0,"P",1.31,734,23,2,9.26,14,0,37,168.87,0,56.1640625,1,1,0,"3",0,622,"27JUL2005","1","0"
100,"SC",19,0.86,"P",1.03,577.5,10.545,1.03,2.31,24,1,17.36,112.402,0.1436718814,46.0546875,1.06,0,8.89999999999956,"5",3.3,666,"28JUL2005","1","0"
1,"SO",18,0.72,"P",1.03,416.5,11,1.01,0,14.644,0.81,21.12,89.46,0.1335679893,67.578125,1.07,0,0.319999999999534,"5",3.16,654,"28JUL2005","1","0"
1,"SC",18,0,"P",1.02,237.9,13.55,1.06,28.71,11.99,0.244,14.76,67.065,0,62.34302734375,1.03,0,-5.01927388540935e-13,"4",2.357,653,"28JUL2005","1","0"
0,"SO",20,1,"P",1.07,950,10,1,14.85,12.91,1.66333333333333,16.19,219.342,0,77.140625,1,1,830,"3",2.88,667,"28JUL2005","1","0"
1,"SB",21,2,"P",1.35,1900,15,1,186,17,3,37,667.54,0,65.78125,1,1,2141,"3",0,649,"28JUL2005","1","0"
1,"SO",23,1,"R",1.02,992.5,17.16,1.08,23.22,3.02,1.16,8.8,468.83,0,46.549375,1.03,0,-2.61479726759717e-13,"4",2.93,648,"28JUL2005","1","0"
0,"SK",18,0,"P",1.04,354,49,1,35.71,21,0,10,169.86,0,49.703125,1.07,0,0,"3",2.54857142857143,657,"28JUL2005","0","1"
0,"SO",21,2,"P",1,300,5,1,165,0,1.41,3,0,0,25.0859375,2,1,1127,"3",1,646,"28JUL2005","0","1"
0,"SO",19,1,"P",1.24,150,12,1,0,2,1,29,155,0.32149122,52.53125,1,1,365,"3",4,665,"28JUL2005","0","1"
1,"SA",20,3,"P",1.15,350,21,1,23.14,6.51,1,13.64,404,0,51.734375,1,1,1030,"3",0.98,645,"28JUL2005","1","0"
0,"SF",22,0,"P",1.04,814.5,16,2,20.87,19,3.6,14,216.05,0,57.3046875,1.05,0,0,"3",2.832,674,"28JUL2005","0","1"
200,"SO",24,0.95,"P",1.13,1462.5,82,2,113.7,16,6,15,637.18,0.0786990221,39.8515625,1.16,0,49.2699999999999,"2",2.44,663,"28JUL2005","1","0"
0,"SO",23,1.02,"R",1.01,951.5,18.69,1.02,19.97,4.17,1.43,11.02,411.36,0,46.99265625,1.03,0,19.8299999999997,"4",2.78,677,"28JUL2005","1","0"
760,"SO",24,1,"R",1.16,851,18,1,36.1,6.23,1.7,16.455,479.31,0.0706437458,77.015625,1.01,0,0,"3",3,691,"29JUL2005","1","0"
0,"SO",19,0,"H",1,600,3,1,135,5,2,17,465,0.0439332351,73.015625,2,1,29,"3",1,686,"29JUL2005","0","1"
1,"SB",20,2,"R",2.19,1002,13,1,46,12,0,70,392.94,0.0868362025,86.109375,3,1,920,"3",1,711,"29JUL2005","0","1"
420,"SB",30,0,"R",2,150,2,1,0,10.34,1.46,18.186,566.59,0,15.58984375,3,0,0,"3",0,694,"29JUL2005","0","1"
0,"SO",18,2,"P",1.02,330,30,1,29.3716666666667,9,0.51,24,59.7785714285714,0.0060602976,65.3125,1.02,0,0,"3",2.645,703,"29JUL2005","0","1"
2,"SO",21,1.13,"R",1.03,455.5,19.57,1.04,21.94,11.5,1.62,16.81,208.305,0.1926709646,70.421875,1.08,0,8.29999999999963,"5",3.24,705,"29JUL2005","1","0"
1,"SE",18,0.89,"P",1.21,350,24,1.05,41.41,7.03,0.199999999999999,16.98,220.943333333333,0,58.600380859375,1.03,0,4.35999999999966,"4",1.43,687,"29JUL2005","1","0"
100,"SO",37,1.1,"R",1.06,2266.5,17.02,1.25,19.76,7.608,3.06,7.3,1080.66,0.2028133147,41.5,1.03,0,13.8099999999998,"5",2.86,690,"29JUL2005","1","0"
0,"SO",16,0.72,"P",1.17,2661.5,34.4,1.38,120.87,21,17.22,61,930.25,0.2040498154,42.6875,1.17,0,115.66,"5",2.56,700,"29JUL2005","1","0"
1,"FT",18,0.81,"P",1.3,568,32.566875,1.16,41.95,7,0.559999999999999,40,487.69,0,81.84375,1.04,0,5.5899999999997,"5",1.69,683,"29JUL2005","1","0"
1,"SA",44,0,"H",1.26,6450,11,1.67,85.61,4,3,2,2397.92,0,67.46875,1.14,0,230.39,"5",4,698,"29JUL2005","0","1"
0,"SA",21,3,"P",1.29,1300,7,2,1,8,2,19,1,0,80.53125,1,2,1003,"3",3,720,"30JUL2005","1","0"
0,"SB",23,0.99,"R",1.07,596.285714285714,18.81,1.04,34.6,5.94,1.33,12.39,381.23,0,51.09825,1.06,0,5.44999999999964,"4",2.73,722,"30JUL2005","1","0"
0,"SD",24,2,"P",1.18,1350,19,2,0,10,6,42,577.38,0,68.875,1,1,1392,"3",0.74,712,"30JUL2005","0","1"
1560,"SO",19,0.95,"P",1.52,4667.5,31.98,1.91,445.07,4,12.58,13,1809.55,0.1442566863,21.66796875,1.47,0,136.93,"5",2.23,735,"30JUL2005","1","0"
0,"SN",26,0,"R",1.06,1087,23.87,1.11,35.85,6.22,1.41,5.25,424.33,0.1659575803,37.2265625,1.05,0,14.5299999999998,"5",2.75,737,"30JUL2005","0","1"
0,"SO",23,1.15,"P",1.06,779,20.77,1.05,19.93,6.71,2.04,10.96,285.485,0.333094635,60.5390625,1.07,0,4.06999999999968,"5",3.21,717,"30JUL2005","0","1"
0,"SC",18,0.41,"P",1.65333333333333,349.833333333333,12.91,1.38,60.1,11,2,2,240.11,0.1210628781,12.482421875,1,0,74.74,"5",0,727,"30JUL2005","1","0"
0,"SO",20,1,"R",1.03,601.5,21.06,1.01,22.35,5.99,1.57,10.99,271.38,0,54.5068046875,1.03,0,-4.07283096137689e-13,"4",3.03,719,"30JUL2005","1","0"
0,"SO",21,2,"P",1,950,5,1,0,0,0,12,0,0,77.109375,1.13,0,0,"3",2.57,718,"30JUL2005","1","0"
260,"SB",20,1,"P",1,1096.75,6,2,59.22,1,1,6,310.113333333333,0.0601953698,63.3984375,2,2,644,"3",0,734,"30JUL2005","0","1"
0,"SB",21,2,"R",1.18,516,16.77,1.12,21,8.34,1.33,11.45,278.89,0.2842613291,53.6640625,1,0,55.2799999999998,"5",1.1,736,"30JUL2005","1","0"
0,"SD",20,3,"P",2,1050,2,1,22.73,7,2,27,154,0.0126730821,63.328125,1,1,521,"3",1,733,"30JUL2005","1","0"
0,"SO",21,3,"P",1.53333333333333,525.75,16.75,1.33,27.35,13.98,2.67,16.93,155.26,0.0557438486,37.828125,1,0,378.22,"5",0,732,"30JUL2005","1","0"
0,"SF",22,0,"P",1,600,4,1,0,23,2,14,248.95,0,46.3203125,2,0,0,"3",0,749,"02AUG2005","0","1"
1300,"SJ",23,1,"P",1.43,1502,38,1.555,90.3,22,5,40,780.49,0.1139469158,72.40625,2,0,486.65,"5",0,776,"02AUG2005","0","1"
0,"SA",19,1,"P",1.37,928,30,1,56.3866666666667,1,1,14,507.67,0.5484141018,56.8046875,2,1,614,"3",0,748,"02AUG2005","0","1"
1,"SB",23,1.06,"R",1.13,465,19.24,1.05,41.64,5.99,1.11,11.3375,351.08,0.2526961211,50.3984375,1,0,40.86,"5",1,783,"02AUG2005","0","1"
200,"SF",22,1.05,"R",1.04,694.5,20.71,1.06,46.55,5.47,1.23,11.48,395.06,0.2112868289,62.3046875,1.05,0,8.88999999999968,"5",3,759,"02AUG2005","0","1"
1,"SF",20,3,"P",1.16,500,9,1,0,21,1,50,0,0.0437372074,64.5,1.082,0,0,"3",2.68,770,"02AUG2005","1","0"
800,"SO",21,1.51,"P",1.39,540.5,19.17,1.33,19.99,17,2,9,285.82,0,74.1875,1,0,114.94,"5",0,744,"02AUG2005","1","0"
880,"SL",22,2.81,"P",3,600,3,4,1,6,3,14,455,0.0154096837,24.87890625,1,3,570,"3",2,760,"02AUG2005","1","0"
120,"SA",18,0.51,"P",1.01,172,9.77,1.04,27.6466666666667,16,0,6,67.42,0.0435555334,45.265625,1.06,0,0.659999999999582,"5",2.71,780,"02AUG2005","1","0"
21,"SO",18,0.36,"P",1.01,206.25,13,1,28.4275,18,0,7,50.68,0.0267344875,78.046875,1.02,0,0,"3",2.495,777,"02AUG2005","1","0"
0,"SO",20,0,"P",1.1,276,14.92,1.06,40.53,3,2,5,279.31,0.457833305,24.51953125,1.08,0,7.88999999999965,"5",2.86,755,"02AUG2005","1","0"
0,"SO",21,1,"P",1.136,950,12,2,28.25,4,3,3,357.11,0.1486944058,33.609375,1,2,21,"3",4,767,"02AUG2005","1","0"
0,"FT",16,0.74,"P",1.41,3757.5,44.59,1.44,264.176,25,15.77,34.63,1573.98,0.0085829547,21.62890625,1.28,0,76.2399999999999,"5",2.63,763,"02AUG2005","1","0"
0,"SH",18,0,"P",2,250,3,1,0,13,0,40,154,0.0493703872,72.84375,2,0,0,"3",0,745,"02AUG2005","1","0"
1,"SL",21,3,"P",1.27,500,29,1,22.1175,5,3,33,225.96,0,95.84375,1,1,328,"3",0.89,765,"02AUG2005","1","0"
0,"SH",17,0,"P",1.11,482.75,26.14,1.05,33.815,12,0,24,123.21,0,93.46875,1.02,0,17.5499999999997,"5",1.7,757,"02AUG2005","1","0"
1,"SG",19,0.845,"P",1.12,300,11,1,26.97,13,1,34,104.07,0,88.25,1,0,0,"3",0,743,"02AUG2005","1","0"
1,"SB",19,0.67,"P",1.08,306.75,20,1,40.57,0,1,3,169.06,0,59.1241666666667,1.03,0,2.08999999999956,"1",2.81,762,"02AUG2005","1","0"
500,"SO",19,1.11,"P",1.05,469.25,10,1,0,13.9,1.01,15,70.25,0,72.703125,1.05,0,0,"3",3,784,"02AUG2005","1","0"
0,"SA",18,0,"P",1.06,208,10.8,1.09,34.53,6,0,15,91.17,0,39.6953125,1,0,26.1299999999999,"5",2,764,"02AUG2005","1","0"
0,"SN",29,5,"R",1,2162,4,1,44.16,6.53,3.63,1,929.64,0,60.0703125,1.16,0,0,"3",2.1,800,"03AUG2005","1","0"
0,"SO",18,0.59,"P",1.02,175.25,17.5210526315789,1,47.59,5,0,16,170.798333333333,0.0638413068,67.5625,1.13,0,-4.5588421926368e-13,"5",2.49,810,"03AUG2005","1","0"
0,"SO",23,1,"P",1,5950,4,1,40,20,7,16,1209,0.0268672164,82.3125,2,1,38,"3",1,808,"03AUG2005","1","0"
0,"SL",22,4,"P",1.43,500,37,1,33.22,6,6,39,1,0,59.3828125,1,1,2329,"3",1.17,802,"03AUG2005","1","0"
0,"SL",23,6,"P",1.355,4250,15,1,0,14,5,25,528,0.0464337305,74.796875,2,1,515,"3",0,793,"03AUG2005","0","1"
1140,"SO",27,1.08,"P",1.21,984.5,31.88,1.39,38.45,12.44,3.25,21.24,403.63,0,45.877568359376,1.24,0,65.4099999999999,"4",1.67428571428571,799,"03AUG2005","1","0"
0,"SO",22,1.2,"R",1.06,546,21.02,1.03,51.89,6.95,1.38,9.85,392.58,0.0075752602,32.5390625,1.06,0,0.639999999999633,"5",2.99,794,"03AUG2005","1","0"
0,"SO",25,1.04,"R",1.01,1300.5,18.44,1.04,20.9,5.35,1.21,11.21,493.12,0,51.748984375,1.04,0,0.439999999999732,"4",2.91,788,"03AUG2005","1","0"
1,"SB",21,1.53,"R",1.03,469.5,17.03,1.09,20.9,8.44,1.24,11.28,279.78,0.0120935761,45.4609375,1.05,0,5.63999999999963,"5",3.03,806,"03AUG2005","0","1"
0,"SO",19,0,"P",1.29,482.666666666667,58,1,38.83,14,1,14,242.06,0.594389217,51.0703125,1,1,5,"3",0.46,804,"03AUG2005","0","1"
0,"SC",27,0,"H",1.41,9450,9,2,45,6,9,36,5301,0.0619594353,72.109375,1,1,0,"3",0.93,823,"04AUG2005","1","0"
1,"SO",19,2,"P",1.06666666666667,426,38,1,14.33,23,1,40,90.8660714285714,0.0215091178,65.421875,1.01,0,0,"3",2.81,829,"04AUG2005","1","0"
260,"SO",18,0.676666666666667,"P",2,450,2,1,9.5,12.49,0.2,25.265,124,0.2259296738,56.2890625,2,0,0,"3",1,838,"04AUG2005","1","0"
0,"SO",18,0,"P",2,491.75,5,1,1,11,0,84,159.5,0.0317378674,60.1953125,1,0,0,"3",2,856,"04AUG2005","1","0"
400,"SA",21,3,"P",1.22,1152,21,3,30.03,6,3,24,408.42,0,81.53125,1,2,1434,"3",1.43,836,"04AUG2005","1","0"
0,"SD",22,4,"R",1.275,2850,13,1,0,10.88,3.45,25.08,837.908333333333,0.1141263712,72.3125,1,1,3416,"3",1,830,"04AUG2005","1","0"
500,"SB",18,0,"P",2,428.5,2,2,0,11.6,0.29,25.58,140.96,0.391403798,51.7325618489583,2,1,0,"3",1,837,"04AUG2005","1","0"
1,"SL",22,3,"P",1.28,1300,10,3,47,14.94,5,23.62,446.89,0.1926120706,61.7578125,1,3,498,"2",0,825,"04AUG2005","1","0"
2,"SL",23,4,"P",1.07,890.785714285714,33,1,16.79,10,4,8,214.52,0,78.609375,1.02,0,0,"3",2.65,843,"04AUG2005","1","0"
0,"SB",18,0.578333333333333,"P",1,447.3,3,1,0,12,0,11,206.67,0.6717623975,27.44140625,2,0,0,"3",0,855,"04AUG2005","1","0"
0,"SA",18,0,"P",1.03,214.75,14.4577272727273,1.06,29.22,17,0,51,55.77,0,74.984375,1.01,0,2.05999999999953,"5",2.6,834,"04AUG2005","1","0"
0,"SN",25,1,"H",1,8450,2,3,0,13.13,2,19.605,2697,0.0101625611,35.8125,1,2,903,"3",0,880,"05AUG2005","0","1"
0,"SO",25,0.93,"R",1.02,943,19.06,1.09,46.46,2.84,1.23,5.39,402.7,0.138756833,44.7265625,1.04,0,9.04999999999974,"5",3.19,858,"05AUG2005","0","1"
0,"SF",24,1.71,"P",1.22,1900,9,1,1,7,6,68,404,0.0350446325,87.40625,1.05,0,0,"3",4,878,"05AUG2005","0","1"
400,"SD",23,3,"P",1.4,350,21,1,58.48,27,4.82,5,0,0,16.2890625,1,1,738,"3",1.18,874,"05AUG2005","1","0"
0,"SA",37,1.01,"R",1.1,2682.5,7,1.38,0,7.82,2.47,11.755,1443.98,0.1240837311,46.1328125,1.03,0,73.9199999999999,"5",2.63,898,"05AUG2005","1","0"
800,"SO",23,0,"P",1.19,751.5,14,1,34,10.79,3.27,3,534.19,0.0590574015,57.0234375,1,1,199,"3",0.9,901,"05AUG2005","0","1"
1,"SD",22,1,"P",1,700,2,3,91,7,5,15,0,0.0758938764,45.7578125,1,1,0,"3",4,871,"05AUG2005","0","1"
0,"SF",22,2,"P",1.23,1600,17,1,77.135,13,4,15,558,0,92.046875,1,1,108,"3",1,882,"05AUG2005","0","1"
1800,"SO",49,2.9,"H",1.87,27150,26,5.55,284.86,2,13,3,26877,0.000824829,72.25,1.58,0,1202.31,"5",2.18,889,"05AUG2005","1","0"
0,"SL",27,0,"R",2,750,4,2,0,8.77,0,19.53,527,0.0373940049,39.2890625,3,1,0,"3",1,881,"05AUG2005","1","0"
0,"SM",18,0,"P",1.05,409.5,13.18,1.03,36.83,1,0,9,151.47,0,58.0546875,1.06,0,1.76999999999957,"5",4,893,"05AUG2005","1","0"
